Time,Symbol,Side,Entry,Target,Stop,Status,Exit,PNL%
2026-05-05 17:57:00.939908,BNBUSDT,SHORT,629.62,626.4719,631.5088599999999,OPEN,,
2026-05-05 17:57:12.946940,BTCUSDT,SHORT,81270.86,80864.5057,81514.67258,OPEN,,
2026-05-05 17:57:19.248331,ETHUSDT,LONG,2387.78,2399.7189,2380.61666,OPEN,,
2026-05-05 18:01:35.795401,DOGEUSDT,LONG,0.11221,0.11277105,0.11187337,OPEN,,
2026-05-05 18:02:11.715450,SOLUSDT,SHORT,85.66,85.23169999999999,85.91697999999998,OPEN,,
2026-05-05 18:04:59.971834,TIAUSDT,LONG,0.3691,0.37094549999999993,0.3679927,OPEN,,
2026-05-05 18:05:17.625769,BTCUSDT,SHORT,81270.86,80864.5057,81514.67258,SL_HIT,81518.93,-0.31
2026-05-05 18:05:17.725040,BTCUSDT,LONG,81518.93,81926.52464999998,81274.37320999999,OPEN,,
2026-05-05 18:05:19.979108,ORDIUSDT,LONG,5.055,5.080274999999999,5.039835,OPEN,,
2026-05-05 18:06:22.514579,BNBUSDT,SHORT,629.62,626.4719,631.5088599999999,SL_HIT,631.54,-0.30
2026-05-05 18:06:38.913417,BNBUSDT,LONG,631.54,634.6976999999999,629.6453799999999,OPEN,,
2026-05-05 18:06:40.508016,SOLUSDT,SHORT,85.66,85.23169999999999,85.91697999999998,SL_HIT,85.92,-0.30
2026-05-05 18:06:50.802623,SOLUSDT,SHORT,85.92,85.49040000000001,86.17775999999999,OPEN,,
2026-05-05 18:08:09.971940,ORDIUSDT,LONG,5.055,5.080274999999999,5.039835,TP_HIT,5.083,0.55
2026-05-05 18:08:10.071717,ORDIUSDT,LONG,5.083,5.108415,5.067751,OPEN,,
2026-05-05 18:25:22.619089,TIAUSDT,LONG,0.3691,0.37094549999999993,0.3679927,SL_HIT,0.3678,-0.35
2026-05-05 18:28:38.807616,TIAUSDT,LONG,0.3665,0.36833249999999995,0.3654005,OPEN,,
2026-05-05 18:29:48.505743,TIAUSDT,LONG,0.3665,0.36833249999999995,0.3654005,SL_HIT,0.3654,-0.30
2026-05-05 18:30:27.905090,TIAUSDT,LONG,0.3649,0.36672449999999995,0.3638053,OPEN,,
2026-05-05 18:32:27.198469,TIAUSDT,LONG,0.3649,0.36672449999999995,0.3638053,SL_HIT,0.3635,-0.38
2026-05-05 18:33:54.294346,TIAUSDT,LONG,0.364,0.36582,0.362908,OPEN,,
